CNPJ;Razão Social;Situação Cadastral;;;;;;;;;;;;;;;;
57.067.928/0007-04;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;Ativa;;;;;;;;;;;;;;;;
57.067.928/0008-87;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;Ativa;;;;;;;;;;;;;;;;
57.067.928/0009-68;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;Ativa;;;;;;;;;;;;;;;;
57.067.928/0010-00;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;Ativa;;;;;;;;;;;;;;;;
57.067.928/0011-82;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;Ativa;;;;;;;;;;;;;;;;
19.575.317/0001-84;AGL GLOBAL FORWARDING LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
09.412.398/0001-48;AGL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
09.412.398/0002-29;AGL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
12.073.635/0002-89;AGM OPERADORA PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
54.002.353/0001-50;AGN DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
10.695.735/0001-30;AGN SERVICOS MARITIMOS, AGENCIAMENTO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
07.255.814/0001-16;AGRI PORT SERVICES BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
07.255.814/0002-05;AGRI PORT SERVICES BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
06.911.889/0001-45;AGRIEX AGENCIAMENTOS, AFRETAMENTOS E APOIO MARITIMO LTDA.;Ativa;;;;;;;;;;;;;;;;
04.168.811/0001-57;AGROPECUARIA SANTO AFONSO LIMITADA;Ativa;;;;;;;;;;;;;;;;
04.703.661/0001-34;AGS FRETES MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
30.738.698/0001-08;AGS MARINE SERVICES LTDA;Ativa;;;;;;;;;;;;;;;;
17.010.066/0001-65;AGS TRANSPORTE INTERNACIONAL E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
11.527.435/0001-05;AGUNSA SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
11.527.435/0003-77;AGUNSA SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
11.527.435/0006-10;AGUNSA SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
59.441.718/0001-66;AHEAD SHIPPING TRANSPORTE E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
07.093.109/0001-60;AIB LOGISTICA DE CARGA PROJETO LTDA;Ativa;;;;;;;;;;;;;;;;
04.923.632/0001-88;AIKHO AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.599.262/0001-02;AIL - ACESSOS INTERNACIONAIS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.599.262/0002-93;AIL - ACESSOS INTERNACIONAIS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
36.163.056/0001-04;AIR SEA LOGISTIC LTDA;Ativa;;;;;;;;;;;;;;;;
19.235.691/0001-30;AIR SEA UNIVERSAL LOGISTICA E SERVICOS LTDA;Ativa;;;;;;;;;;;;;;;;
18.378.811/0001-96;AIRMARE LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
07.455.696/0001-90;AIRPHARM LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
04.254.554/0001-76;AIRPHOENIX SERVICOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
07.047.740/0001-22;AIRSEALOG LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
09.642.941/0001-01;AIRWAYS OPERADORA LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
52.985.623/0001-64;AJ COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
54.588.966/0001-10;AK LOG AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
18.307.604/0001-40;AKHAVA LOGISTICA & COMEX LTDA;Ativa;;;;;;;;;;;;;;;;
05.682.274/0001-21;AL & LC SERVICOS ADUANEIROS E REPRESENTACOES LTDA;Ativa;;;;;;;;;;;;;;;;
20.063.976/0001-10;ALAILSO N DE SOUZA SILVA 67375987220;Ativa;;;;;;;;;;;;;;;;
04.210.356/0001-00;ALBAR LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
29.299.317/0001-52;ALBEMA IMPORTACAO, DISTRIBUICAO E COMERCIO DE PRODUTOS LTDA;Ativa;;;;;;;;;;;;;;;;
72.140.577/0001-00;ALBERTO PERDIGAO DRAPIER;Ativa;;;;;;;;;;;;;;;;
11.937.119/0001-01;ALC LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
02.163.828/0001-96;ALCA AMERICAN WAY LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
07.989.076/0001-30;ALCANCE ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
05.679.102/0001-07;ALCAR MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
20.054.665/0001-95;ALCIDES RAIMUNDO DOS SANTOS LOPES 47233680272;Ativa;;;;;;;;;;;;;;;;
07.995.104/0001-22;ALEM-MAR TRANSPORTES E NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
08.603.132/0001-10;ALEPH LOG TRANSPORTE MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
38.481.737/0001-46;ALEXANDRE DE SOUZA COSTA 16959780802;Ativa;;;;;;;;;;;;;;;;
15.617.746/0001-16;ALFA CARGO TRANSPORTES INTERNACIONAIS LTDA.;Ativa;;;;;;;;;;;;;;;;
34.631.477/0001-97;ALFA CONSULTORIA LOGISTICA IMPORTADORA E EXPORTADORA LTDA;Ativa;;;;;;;;;;;;;;;;
35.325.208/0001-65;ALFAMARES TRANSPORTES APOIO MARITIMO E PORTUARIO LTDA;Ativa;;;;;;;;;;;;;;;;
05.551.878/0001-39;ALFAR COMERCIO, LOGISTICA E MANUTENCOES LTDA;Ativa;;;;;;;;;;;;;;;;
05.551.878/0002-10;ALFAR COMERCIO, LOGISTICA E MANUTENCOES LTDA;Ativa;;;;;;;;;;;;;;;;
05.691.143/0001-00;ALIADOS COMERCIO EXTERIOR E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.029.472/0002-34;ALIAMAR SUL AGENCIA MARITIMA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.029.472/0001-53;ALIAMAR SUL AGENCIA MARITIMA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.029.472/0003-15;ALIAMAR SUL AGENCIA MARITIMA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.029.472/0005-87;ALIAMAR SUL AGENCIA MARITIMA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.029.472/0007-49;ALIAMAR SUL AGENCIA MARITIMA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
02.354.377/0001-74;ALIAMAR SUL AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
45.461.293/0001-42;ALIANCA LOGISTICA E ASSESSORIA COMERCIAL LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0009-31;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0003-46;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0012-37;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0014-07;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0013-18;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0001-84;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0007-70;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0011-56;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.357.428/0008-50;ALIANCA NAVEGACAO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
02.427.026/0001-46;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0020-09;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0016-22;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0018-94;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0015-41;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0009-01;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0017-03;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0008-12;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0012-07;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0010-37;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0021-90;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
02.427.026/0019-75;ALIANCA NAVEGACAO E LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
07.237.016/0001-61;ALICAM SERVICOS ADUANEIROS E AGENCIAMENTO DE CARGAS LTDA.;Ativa;;;;;;;;;;;;;;;;
22.941.188/0001-05;ALKE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
54.245.616/0001-51;ALL ADVICE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
07.764.497/0001-63;ALL BROKER ASSESSORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
08.313.555/0001-03;ALL CARGO LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
22.426.451/0001-28;ALL CARGO SHIPPING TRANSPORTE INTERNACIONAL EIRELI;Ativa;;;;;;;;;;;;;;;;
07.312.519/0001-54;ALL CONTINENTS LOGISTICA INTERNACIONAL LTDA LTDA;Ativa;;;;;;;;;;;;;;;;
16.671.389/0001-37;ALL FLAGS AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
16.671.389/0002-18;ALL FLAGS AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
05.403.850/0001-54;ALL FREIGHT-LOGISTICS SERVICES LTDA;Ativa;;;;;;;;;;;;;;;;
16.622.915/0001-79;ALL IN SHIPPING AGENCIAMENTO DE CARGA INTERNACIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
10.965.244/0001-62;ALL MODAL INTERNATIONAL LOGISTICS LTDA.;Ativa;;;;;;;;;;;;;;;;
09.403.112/0001-68;ALL MUNDI ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
58.030.101/0001-95;ALL SHIPPING LOGISTICS INTERNATIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
18.027.279/0001-62;ALL SHIPS - LOGISTICA E OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
14.213.237/0002-46;ALL SHIPS - LOGISTICA E OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
14.213.237/0001-65;ALL SHIPS - LOGISTICA E OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
44.908.186/0001-57;ALL TRANS CARGO DO BRAZIL LTDA;Ativa;;;;;;;;;;;;;;;;
05.594.157/0001-06;ALL-FREIGHT LOGISTICA E TRANSPORTE INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
47.699.303/0001-08;ALL-IN LOGISTICS INTERNATIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
05.739.781/0001-54;ALLIANCE - LOGISTICA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
01.795.801/0001-53;ALLIANCE CARGO SERVICE LTDA.;Ativa;;;;;;;;;;;;;;;;
05.084.933/0001-28;ALLIANCE SOUTH AMERICA AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
07.709.549/0002-80;ALLIANZ LOGISTICA E COMISSARIA DE DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
05.008.777/0001-16;ALLIEXP-SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
23.435.835/0001-70;ALLINK SERVICOS E GERENCIAMENTO DE CARGAS LTDA.;Ativa;;;;;;;;;;;;;;;;
86.846.847/0005-30;ALLINK TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
86.846.847/0007-00;ALLINK TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
86.846.847/0001-07;ALLINK TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
86.846.847/0003-79;ALLINK TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
86.846.847/0006-11;ALLINK TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
86.846.847/0009-64;ALLINK TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
05.078.484/0001-05;ALLMARE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
32.492.878/0001-88;ALLMEX SERVICOS DE COPIADORA LTDA;Ativa;;;;;;;;;;;;;;;;
43.635.918/0001-10;ALLOG CAMPINAS - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.662.598/0001-97;ALLOG CURITIBA - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.603.041/0001-85;ALLOG ITAJAI - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
45.653.464/0001-35;ALLOG MANAUS - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
48.151.581/0001-99;ALLOG NAVEGANTES - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.796.567/0001-77;ALLOG PARTICIPACOES LTDA;Ativa;;;;;;;;;;;;;;;;
43.620.704/0001-70;ALLOG PORTO ALEGRE - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
48.832.670/0001-09;ALLOG SANTOS - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.750.554/0001-19;ALLOG SAO PAULO - TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
06.167.020/0001-38;ALLSEAS CARGO (BR) LTDA;Ativa;;;;;;;;;;;;;;;;
05.665.463/0001-96;ALLSEAS GLOBAL LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
15.514.506/0001-96;ALLTAG BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
05.364.644/0001-82;ALLVIX INTERNATIONAL CARGO LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
02.578.494/0001-11;ALLWORLD TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
05.193.449/0001-37;ALMACOM TRADING COMPANY LTDA;Ativa;;;;;;;;;;;;;;;;
17.237.127/0001-21;ALMEIDA GLOBAL LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
11.333.100/0001-56;ALMEX GLOBAL REPRESENTACOES, TRANSPORTES E LOGISTICA INTERNACIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
06.061.185/0001-20;ALPHA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
07.053.329/0001-60;ALPHA CONSULTORIA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
57.027.142/0001-60;ALPHA NAVAL LTDA;Ativa;;;;;;;;;;;;;;;;
06.287.376/0001-05;ALPHA SERVICOS DE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
01.549.496/0001-10;ALPHA SOLUCOES LOGISTICAS LTDA;Ativa;;;;;;;;;;;;;;;;
03.138.324/0002-60;ALPHA TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
03.138.324/0003-40;ALPHA TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0001-80;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0002-60;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0003-41;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0004-22;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0005-03;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0006-94;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0007-75;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0008-56;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0009-37;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
03.127.733/0010-70;ALPHAMAR AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
34.999.223/0001-26;ALPHAWAY LOGISTICA E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
32.362.717/0001-70;ALRO INTERNATIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
67.776.906/0001-73;ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
67.776.906/0005-05;ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
67.776.906/0003-35;ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
67.776.906/0002-54;ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
67.776.906/0004-16;ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
67.776.906/0006-88;ALSPAC-TRANSPORTES INTERNACIONAIS E AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
08.906.577/0001-79;ALTERNATIVACOMEX LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
52.632.657/0001-75;ALTHA CARGO TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
08.707.082/0001-10;ALTISUR- AGENTE LOGISTICO E TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
22.331.833/0001-78;ALTIUS LOGISTICA E TRANSPORTE LTDA.;Ativa;;;;;;;;;;;;;;;;
08.689.380/0001-25;ALTOGETHER LOGISTICS AGENCIAMENTO DE TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
52.366.668/0001-50;ALUMINI LOG INTERNATIONAL LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
40.022.770/0001-50;AMADEUS CARGO LTDA;Ativa;;;;;;;;;;;;;;;;
77.294.254/0061-25;AMAGGI EXPORTACAO E IMPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
18.198.252/0001-32;AMAPA SHIPPING PORT AGENCY LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0001-88;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0002-69;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0003-40;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0005-01;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0006-92;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0004-20;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0007-73;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0008-54;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0009-35;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
11.485.483/0011-50;AMART SERVICES CONSULTORIA, AGENCIAMENTO MARITIMO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
03.185.728/0002-04;AMAS PRESTACAO DE SERVICOS ADMINISTRATIVOS LTDA;Ativa;;;;;;;;;;;;;;;;
04.004.406/0001-01;AMAZON AGENCY LTDA;Ativa;;;;;;;;;;;;;;;;
35.433.570/0001-50;AMAZON COMERCIO E EXPORTACAO DE SUPRIMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
03.805.044/0001-87;AMAZON DELTA COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
03.911.760/0001-49;AMAZON JUNGLE CRUISE NAVEGACAO E TURISMO LTDA;Ativa;;;;;;;;;;;;;;;;
07.770.527/0001-44;AMAZON LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
05.331.067/0001-22;AMAZON SHIPPING LOGISTICA E AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
07.430.173/0001-99;AMAZON TRANS - LOGISTICA E AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
26.960.734/0001-06;AMAZON TRANSCARGO & MOVERS  AGENCIAMENTO E TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
08.169.484/0001-09;AMAZONAS DOCE MAR LTDA;Ativa;;;;;;;;;;;;;;;;
05.500.913/0001-90;AMAZONCARGO TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.957.650/0001-80;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;Ativa;;;;;;;;;;;;;;;;
07.469.585/0001-32;AMAZONIA GLOBAL GESTAO E ADMINISTRACAO LTDA;Ativa;;;;;;;;;;;;;;;;
13.442.303/0001-06;AMAZONIA TRANSPORTE E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
04.301.369/0001-95;AMAZONICA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
04.301.369/0003-57;AMAZONICA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
04.301.369/0005-19;AMAZONICA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
26.193.486/0001-15;AMAZONLOG MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
07.049.258/0001-21;AMBIPAR RESPONSE DRACARES APOIO MARITIMO E PORTUARIO S/A;Ativa;;;;;;;;;;;;;;;;
04.978.039/0001-39;AMBIPAR RESPONSE MARITIME SERVICES PDA S/A;Ativa;;;;;;;;;;;;;;;;
03.054.783/0001-84;AMBRA - AGENCIAMENTOS E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.054.783/0002-65;AMBRA - AGENCIAMENTOS E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
28.377.953/0001-92;AMBRA AGENCIAMENTO LTDA;Ativa;;;;;;;;;;;;;;;;
03.000.886/0001-61;AMBRA VITORIA, AGENCIA MARITIMA LTDA.;Ativa;;;;;;;;;;;;;;;;
07.104.762/0001-87;AMBRA-SERVICOS DE LOGISTICA E AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
18.943.057/0001-90;AMBROSIO OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
54.343.978/0001-85;AMERICA LOG BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
05.365.900/0001-56;AMERICA LOGISTICA E SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
17.830.632/0001-85;AMERICA MARITIMES SERVICES LTDA;Ativa;;;;;;;;;;;;;;;;
12.343.063/0001-20;AMERICA SOLUTIONS LTDA;Ativa;;;;;;;;;;;;;;;;
07.976.184/0001-79;AMERICAN CARGO SERVICOS DE TRANSPORTES DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
03.669.709/0001-72;AMERICAN LOGISTICS TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
27.704.202/0001-70;AMERICAN PIX TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
54.988.872/0001-39;AMERICAN SHIPPING INTL FREIGHT LTDA;Ativa;;;;;;;;;;;;;;;;
09.001.297/0001-84;AMERICANA SHIPPING GROUP LTDA;Ativa;;;;;;;;;;;;;;;;
31.568.581/0001-96;AMGBIL CORPORATION LTDA;Ativa;;;;;;;;;;;;;;;;
05.006.912/0001-94;AMPLITUDE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.182.027/0002-00;AMRG AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
06.182.027/0001-29;AMRG AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
01.819.426/0001-34;AMS AGENCIA DE COMERCIO INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
25.175.196/0001-86;AMS BRASIL ASSESSORIA EMPRESARIAL E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
45.221.089/0001-54;AMS COMEX BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
04.922.592/0001-50;AMS LOGISTIC LINE LTDA;Ativa;;;;;;;;;;;;;;;;
48.580.833/0001-03;AMS LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
08.757.673/0001-00;AMS TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
08.757.673/0002-83;AMS TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
03.672.327/0003-60;AMSAL- AGENCIAMENTO MARITIMO MERCOSUL LTDA.;Ativa;;;;;;;;;;;;;;;;
