Razão Social;Situação Cadastral;Cidade;Estado
SANZ CHEMICAL TRANSPORTES INTERNACIONAIS LTDA;;Santos;SP
SAPOTI IMPORTACAO E EXPORTACAO LTDA;;Santos;SP
SARTCO LTDA;;Campo Grande;MS
SARTCO LTDA;;Guaíra;PR
SATEL DESPACHOS E SERVICOS ADUANEIROS TECNICOS LTDA;;Santos;SP
SATHYA LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
SAVE LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
SAVE LOGISTICS LTDA;;Ferraz de Vasconcelos;SP
SAVEIROS CAMUYRANO SERVICOS MARITIMOS S/A;;Imbituba;SC
SAVEIROS CAMUYRANO SERVICOS MARITIMOS S/A;;Vitória;ES
SAVEIROS CAMUYRANO SERVICOS MARITIMOS S/A;;São Francisco do Sul;SC
SAVILOG SERVICOS DE COMERCIO EXTERIOR LTDA;;Salvador;BA
SAVINO DEL BENE DO BRASIL LTDA.;;São Paulo;SP
SAVINO DEL BENE DO BRASIL LTDA.;;Vitória;ES
SAVINO DEL BENE DO BRASIL LTDA.;;Itajaí;SC
SAVINO DEL BENE DO BRASIL LTDA.;;Rio de Janeiro;RJ
SAVINO DEL BENE DO BRASIL LTDA.;;Salvador;BA
SAVINO DEL BENE DO BRASIL LTDA.;;Curitiba;PR
SBL INTER CARGO LTDA;;Santos;SP
SC LOGISTICA LTDA;;Joinville;SC
SC LOGISTICS LTDA;;Guarulhos;SP
SC TRANSPORTES LTDA;;Manaus;AM
SC TRANSPORTES LTDA;;Ananindeua;PA
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;Rio de Janeiro;RJ
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;Porto Alegre;RS
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;Santos;SP
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;Curitiba;PR
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;Campinas;SP
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;Itajaí;SC
SCHILD LOGISTICA NACIONAL E INTERNACIONAL LTDA;;São Paulo;SP
SCHRYVER CURITIBA TRANSPORTES E LOGISTICA LTDA;;Curitiba;PR
SCHRYVER DO BRASIL AGENCIAMENTO DE CARGAS LTDA;;São Paulo;SP
SCS - SPEED CARGO SERVICES LTDA;;Guarulhos;SP
SCX AGENCIAMENTOS MARITIMOS LTDA;;Santos;SP
SDX LOGISTICA LTDA;;Itajaí;SC
SE7E LOGISTICA INTEGRADA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;;São Paulo;SP
SEA  SIDE AGENCIAMENTOS MARITIMOS LTDA;;São Sebastião;SP
SEA & AIR INTERNATIONAL LTDA;;Curitiba;PR
SEA COMMERCE SERVICOS DE COMERCIO EXTERIOR LTDA;;Salvador;BA
SEA E LAND AGENCIAMENTO DE CARGAS LTDA;;Rio de Janeiro;RJ
SEA EXPRESS LOGISTICA LTDA;;Itajaí;SC
SEA FREIGHT LOGISTICA E TRANSPORTE INTERNACIONAL LTDA;;Santos;SP
SEA LINE AGENCIA MARITIMA LTDA;;São Francisco do Sul;SC
SEA LINE AGENCIA MARITIMA LTDA;;Itajaí;SC
SEA LINE LOGISTICA LTDA;;São Paulo;SP
SEA LINE TRANSPORTE E LOGISTICA LTDA;;Recife;PE
SEA LINKS AGENTES LTDA;;Olinda;PE
SEA RUNNER - AGENCIAMENTO E LOGISTICA DE CARGAS LTDA.;;Niterói;RJ
SEA SKY LOGISTICA DE TRANSPORTE INTERNACIONAL LTDA.;;São Paulo;SP
SEA SOUTH LOGISTICA INTERNACIONAL LTDA;;Santos;SP
SEA STAR LOGISTICA LTDA.;;Guarulhos;SP
SEA WAVE AGENCIA MARITIMA LTDA;;Rio Grande;RS
SEA WAY DESPACHOS ADUANEIROS E ASSESSORIA COMERCIAL NA IMPORTACAO E EXPORTACAO LTDA;;Itajaí;SC
SEA WAY DESPACHOS ADUANEIROS E ASSESSORIA COMERCIAL NA IMPORTACAO E EXPORTACAO LTDA;;São Francisco do Sul;SC
SEA WORLD OPERADORA PORTUARIA LTDA;;Vitória;ES
SEA WORLD OPERADORA PORTUARIA LTDA;;Rio de Janeiro;RJ
SEABIRD DO BRASIL TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;Santos;SP
SEABOARD AGENCIA MARITIMA LTDA;;Recife;PE
SEACARRIERS DO BRASIL LOGISTICA E COMERCIO EXTERIOR LTDA;;Santos;SP
SEACOM AGENCIAMENTO DE CARGAS LTDA;;São Paulo;SP
SEADE & GURGEL LTDA;;Santarém;PA
SEAFOX LINE AGENCIAMENTOS LTDA;;Itajaí;SC
SEAFRIGO DO BRASIL AGENCIAMENTO DE CARGAS LTDA;;Santos;SP
SEAGOD - AGENCIA MARITIMA LTDA;;Angra dos Reis;RJ
SEAGULF AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
SEAIR WORLD TRANSPORTES INTERNACIONAIS LTDA;;Guarulhos;SP
SEAIRMEX LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
SEAL EXPRESS CONSOLIDATION TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA.;;Rio de Janeiro;RJ
SEAL EXPRESS CONSOLIDATION TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA.;;Santos;SP
SEAL EXPRESS CONSOLIDATION TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA.;;São Paulo;SP
SEAL SERVICOS DE AGENCIAMENTOS LOGISTICOS LTDA;;Rio Grande;RS
SEAL SERVICOS DE AGENCIAMENTOS LOGISTICOS LTDA;;Porto Alegre;RS
SEALINK DO BRASIL TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;Canoas;RS
SEALOGIC OPERACOES PORTUARIAS LTDA;;Paranaguá;PR
SEAMASTER LTDA;;Natal;RN
SEAMEN'S CLUB AGENCIAMENTO MARITIMO LTDA;;Barcarena;PA
SEAMEX LOGISTICA INTERNACIONAL LTDA;;Santos;SP
SEANET INTERNATIONAL LTDA.;;Santos;SP
SEAPORT SERVICOS MARITIMOS LTDA;;Fortaleza;CE
SEASHELL LOGISTICS LTDA;;Mogi das Cruzes;SP
SEASHORE SOLUTIONS COMERCIO E SERVICOS MARITIMOS LTDA.;;Rio de Janeiro;RJ
SEASIDE - SERVIOS MARITIMOS S/C LTDA;;Paranaguá;PR
SEATRADE DO BRASIL AGENCIAMENTO MARITIMO LTDA;;Barcarena;PA
SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;;São Francisco do Sul;SC
SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;;Itajaí;SC
SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;;Paranaguá;PR
SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;;Paranaguá;PR
SEATRANS AGENCIAMENTO DE CARGAS LTDA;;São Paulo;SP
SEATRANSPORT AGENCIAMENTOS MARITIMOS LTDA;;São Francisco do Sul;SC
SEAWAY AGENCIA MARITIMA E OPERADORA PORTUARIA LTDA;;Serra;ES
SEAWAY AGENCIA MARITIMA E OPERADORA PORTUARIA LTDA;;Rio de Janeiro;RJ
SEAWAY MARINE SERVICES FORTALEZA LTDA;;Fortaleza;CE
SEAWAY MARINE SERVICOS LTDA;;São Francisco do Sul;SC
SEAWAY SHIPPING TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
SEC FIGUEIREDO LTDA;;São Paulo;SP
SECEX SERVICOS DE COMERCIO EXTERIOR LTDA;;Santos;SP
SECOMEX-SERVICO DE COMERCIO EXTERIOR LTDA;;Belém;PA
SECRETA RIO TRANSPORTE MARITIMO LTDA;;Rio de Janeiro;RJ
SEDESPA SERVICOS DE DESPACHOS EM GERAL CUNHA LTDA;;Belém;PA
SEG CARGO LOGISTICA INTEGRADA LTDA;;São Paulo;SP
SEGA LOGISTICS BRASIL LTDA;;Itajaí;SC
SEGERTECH COMERCIAL IMPORTADORA E EXPORTADORA S.A.;;Florianópolis;SC
SEHVENN GLOBAL BUSINESS ASSESSORIA EMPRESARIAL LTDA;;Bauru;SP
SEIFO SERVICOS EM EXPORTACAO E IMPORTACAO LTDA;;Novo Hamburgo;RS
SELA GINETA LTDA;;Fernando de Noronha;PE
SELVANAR CONSULTORIA EMPRESARIAL LTDA;;Manaus;AM
SEMAR SERVICOS E DESPACHOS MARITIMOS LTDA;;Recife;PE
SEMAR SERVICOS E DESPACHOS MARITIMOS LTDA;;Fortaleza;CE
SENATOR - INTERNATIONAL LOGISTICA DO BRASIL LTDA.;;São Paulo;SP
SEND CARGO AGENCIAMENTO DE CARGAS LTDA;;Itajaí;SC
SEND CARGO TRANSPORTES E LOGISTICA LTDA;;São Paulo;SP
SENSE CARGO LOGISTICA INTEGRADA LTDA;;Santos;SP
SERGIO BITTENCOURT DA SILVA 30205093434;;Laguna;SC
SERGIO LOPES MARQUES SERVICOS ADUANEIROS LTDA;;Recife;PE
SERGIO LUIS CONCEICAO SANTOS;;Rio Grande;RS
SERMAPRA SERVICOS MARITIMOS DE APOIO A PRATICAGEM LTDA;;Areia Branca;RN
SERMAR SERVICOS DE COMERCIO EXTERIOR LTDA;;Santos;SP
SERMEX SERVICO DE MERCADO EXTERIOR LTDA;;Belém;PA
SERPA COMERCIO EXTERIOR RIO DE JANEIRO LTDA;;Rio de Janeiro;RJ
SERPA CONSULTORIA EM COMERCIO EXTERIOR S/S;;Belo Horizonte;MG
SERPA INTERNATIONAL LOGISTICS AGENCIAMENTO DE TRANSPORTE SAO PAULO LTDA;;Santos;SP
SERPA LOGISTICA LTDA;;Belo Horizonte;MG
SERRA MORENA CORRETORA LTDA;;Porto Alegre;RS
SERRA SHIPPING DO BRASIL AGENCIAMENTO DE CARGAS LTDA.;;São Paulo;SP
SERVA-SERVICOS ADUANEIROS E COMERCIO EXTERIOR LTDA;;Paranaguá;PR
SERVEPORTO AGENCIA MARITIMA LTDA;;Macapá;AP
SERVEPORTO AGENCIA MARITIMA LTDA;;Barcarena;PA
SERVEPORTO AGENCIA MARITIMA LTDA;;Manaus;AM
SERVEPORTO AGENCIA MARITIMA LTDA;;São Luís;MA
SERVI-PORTO (SERVICOS PORTUARIOS) LTDA.;;São Luís;MA
SERVICARGO SERV DE ASSES PORTUARIA LTDA;;Itajaí;SC
SERVICE FREIGHT DO BRASIL LTDA.;;Santana de Parnaíba;SP
SERVICO DE NAVEGACAO DA BACIA DO PRATA SA;;Ladário;MS
SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);;Brasília;DF
SERVIMEX LOGISTICA LTDA;;Santos;SP
SERVIMEX LOGISTICA LTDA;;São Paulo;SP
SERVNAV AGENCIAMENTOS E SERVICOS MARITIMOS EIRELI;;Santos;SP
SETE MARES ASSESSORIA ADUANEIRA LTDA;;Vitória;ES
SEVEN SEAS AGENCIA MARITIMA LTDA;;Rio Grande;RS
SEVEN SEAS SERVICOS MARITIMOS LTDA;;Macaé;RJ
SGL EXPRESS - TRANSPORTES E LOGISTICA LTDA;;Barueri;SP
SHARE LOGISTICS LTDA.;;Itajaí;SC
SHIP AMERICA BRASIL NAVEGACAO LTDA;;Canoas;RS
SHIP CARGO AGENCIAMENTO DE CARGAS LTDA;;Jarinu;SP
SHIP WORLD GROUP AGENCIAMENTO DE CARGAS LTDA;;Santos;SP
SHIPBRAS CALDEIRARIA INDUSTRIAL E NAVAL LTDA;;São Sebastião;SP
SHIPCARGO TRADE BRASIL REPRESENTACOES LTDA;;Eusébio;CE
SHIPCONTROL INTERNATIONAL LOGISTICS ASSESSORIA LTDA.;;Santo André;SP
SHIPLOG BRASIL AGENCIAMENTO DE CARGAS & LOGISTICA LTDA;;Campinas;SP
SHIPLOG LOGISTICA E AGENCIAMENTO MARITIMO LTDA;;Rio de Janeiro;RJ
SHIPLOG SERVICOS DE AGENCIAMENTO MARITIMO E LOGISTICA LTDA;;Rio de Janeiro;RJ
SHIPLOG SERVICOS DE AGENCIAMENTO MARITIMO E LOGISTICA LTDA;;Santos;SP
SHIPLOG SOLUCOES LOGISTICAS LTDA;;Porto Alegre;RS
SHIPMASTERS DO BRASIL AGENCIAMENTO DE FRETE LTDA;;São Caetano do Sul;SP
SHIPMASTERS INTERNATIONAL FREIGHT AGENCIAMENTO DE FRETE LTDA;;São Caetano do Sul;SP
SHIPNESS SERVICOS MARITIMOS LTDA;;Paranaguá;PR
SHIPPER DO BRASIL DESPACHOS ADUANEIROS E AGENCIAMENTOS LTDA;;Atibaia;SP
SHIPPING & LOGISTIC INTERNATIONAL - AGENCIAMENTO MARITIMO E ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Santos;SP
SHIPPING BRASIL COMERCIO, IMPORTACAO, EXPORTACAO LTDA;;Itajaí;SC
SHIPPING PROTECTION SERVICOS MARITIMOS LTDA;;São Luís;MA
SHIPPING PROTECTION SERVICOS MARITIMOS LTDA;;Vitória;ES
SHIPPING PROTECTION SERVICOS MARITIMOS LTDA;;Belém;PA
SHIPSERV ARMAZENS GERAIS E SERVICOS MARITIMOS LTDA;;Cabo de Santo Agostinho;PE
SHIPTECH LOGISTICS OPERADOR DE TRANSPORTE MULTIMODAL LTDA.;;São Paulo;SP
SHIPWORLD REPAROS NAVAIS E INDUSTRIAIS LTDA;;Paracuru;CE
SHUNPRIME AGENCIAMENTO DE CARGAS MARITIMAS E AEREA INTERNACIONAL LTDA;;São Paulo;SP
SICEX - DESPACHOS ADUANEIROS LTDA;;Porto Alegre;RS
SIDE LOGISTICA E COMEX LTDA;;Belo Horizonte;MG
SIF DO BRASIL LTDA;;São Paulo;SP
SIF DO BRASIL LTDA;;Manaus;AM
SIGMAX SOLUCOES EM COMERCIO EXTERIOR LTDA;;São Paulo;SP
SIGNUS SERVICOS MARITIMOS LTDA.;;Paranaguá;PR
SIKA S/A;;São Paulo;SP
SILK NEGOCIOS INTERNACIONAIS LTDA;;Itajaí;SC
SILVA E LIMA COMERCIO DO VESTUARIO LTDA;;Manaus;AM
SILVA TRANSPORTE MARITIMO DE CARGA E PASSAGEIRO LTDA;;Manaus;AM
SIMAR SERVICOS MARITIMOS LTDA;;Itajaí;SC
SIMETRANS ASSESSORIA ADUANEIRA LTDA.;;Piracicaba;SP
SIMOES ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Navegantes;SC
SINAI TRANSPORTES E LOGISTICA LTDA;;Manaus;AM
SINCROLOG LOGISTICA LTDA;;Santos;SP
SINDICATO DA INDUSTRIA DA PESCA DOS ARMADORES E DA AQUICULTURA DA GRANDE FLORIANOPOLIS E SUL CATARINENSE - SINPESCASUL;;Florianópolis;SC
SINDICATO DAS AGENCIAS DE NAVEGACAO MARITIMA E ATIVIDADES AFINS DO ESTADO DO RIO DE JANEIRO;;Rio de Janeiro;RJ
SINOEXPRESSO B2B ECOMMERCE LTDA;;São Paulo;SP
SINOSTAR AGENCIADORA DE CARGAS E LOGISTICA LTDA;;São Paulo;SP
SIRIUS OPERACOES PORTUARIAS LTDA;;Porto Alegre;RS
SIXCOMEX SERVICOS ADUANEIROS LTDA;;Recife;PE
SKL LOGISTICA INTERNACIONAL LTDA;;Belo Horizonte;MG
SKL LOGISTICS LTDA;;Belo Horizonte;MG
SKY DESPACHOS ADUANEIROS E TRANSPORTES LTDA;;Rio de Janeiro;RJ
SKYCARGO TRANSPORTES INTERNACIONAIS LTDA;;Atibaia;SP
SKYINTER BRASIL LOGISTICA LTDA;;Santos;SP
SKYLINE BLUE AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;;São Paulo;SP
SKYLINE CUSTOMS SERVICES - AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;;Curitiba;PR
SKYLINE FORWARDING DO BRASIL LTDA.;;São Paulo;SP
SKYMARINE LOGISTICA LTDA;;Curitiba;PR
SKYPORT ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Guarulhos;SP
SKYTRAC INTERNATIONAL AGENCIAMENTO DE CARGAS LTDA;;Santos;SP
SLA SERVICOS ADUANEIROS LTDA;;Itajaí;SC
SLC AGENCIA E SERVICOS MARITIMOS LTDA;;São Pedro da Aldeia;RJ
SLI - SISTEMA DE LOGISTICA INTEGRADA LTDA;;São Paulo;SP
SLOT INTERNACIONAL LTDA;;São Paulo;SP
SLT TRANSPORTES E TERMINAIS LTDA;;Santos;SP
SLX CARGO LOGISTICA & FREIGHT FORWARDS LTDA;;São Paulo;SP
SM COMEX - DESPACHOS ADUANEIROS LTDA.;;Manaus;AM
SM OPERADOR PORTUARIO LTDA;;Santos;SP
SMART ASSESSORIA EM COMERCIO EXTERIOR E LOGISTICA LTDA;;São Paulo;SP
SMART CARGO LOGISTICA E DESPACHO ADUANEIRO LTDA;;São Paulo;SP
SMART OFFSHORE AGENCIA MARITIMA DO BRASIL LTDA;;Rio de Janeiro;RJ
SMART SHIPPING TRANSPORTES INTERNACIONAIS LTDA;;Itaúna;MG
SMX LOGISTICS TRANSPORTES INTERNACIONAIS LTDA;;Itajaí;SC
SMYRNAH - CONSULTORES EM COMERCIO EXTERIOR;;Rio de Janeiro;RJ
SNOTTRA IMPORTACAO & EXPORTACAO LTDA;;Rio de Janeiro;RJ
SOARES & GUIDO TRANSPORTES LTDA;;Barcarena;PA
SOBRARE SERVEMAR LTDA;;São Sebastião;SP
SOCIEDADE FOGAS LTDA;;Manaus;AM
SOFILINK CONTINENTAL TRANSPORTES INTERNACIONAIS LTDA;;Santos;SP
SOLANA AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
SOLANA AGENCIA MARITIMA LTDA;;Vitória;ES
SOLANA AGENCIA MARITIMA LTDA;;Itajaí;SC
SOLANA NAVEGACAO E SERVICOS MARITIMOS LTDA;;Macaé;RJ
SOLARIS AGENCIAMENTO MARITIMO LTDA;;Rio Grande;RS
SOLARIS LOGISTICS ASSESSORIA ADUANEIRA LTDA;;Itajaí;SC
SOLEX IMPORTACAO E EXPORTACAO LTDA;;Rio de Janeiro;RJ
SOLFAST SOLUCOES EM COMERCIO EXTERIOR LTDA;;Guarulhos;SP
SOLUCOES INTELIGENTES OPERADORES PORTUARIOS LTDA;;São Francisco do Sul;SC
SOLUTION COMERCIAL EXPORTADORA E IMPORTADORA LTDA;;Fortaleza;CE
SOLUTION LOGISTICA MULTIMODAL LTDA;;Manaus;AM
SOLUTRANS-SOLUCAO EM TRANSPORTE MULTIMODAL LTDA;;Santos;SP
SOMAR CONSULTORIA EMPRESARIAL LTDA;;Maringá;PR
SONAR COMISSARIA DE DESPACHOS LTDA;;Paranaguá;PR
SONIMAR DESPACHOS ADUANEIROS S/C. LTDA;;Paranaguá;PR
SONPEX AGENCIA MARITIMA LTDA;;Rio Grande;RS
SOPPORTO LOGISTICA E SERVICOS PORTUARIOS LTDA;;São Sebastião;SP
SOPPORTO SHIPPING AGENCIA MARITIMA LTDA.;;São Paulo;SP
SOREIDOM BRASIL LTDA;;Santana;AP
SOUL CARGO LOGISTICA LTDA;;São Paulo;SP
SOULLER ASSESSORIA EM COMERCIO EXTERIOR E TRANSPORTES LTDA;;Itajaí;SC
SOUTH AMERICA OVERSEAS LOGISTICA LTDA;;Campinas;SP
SOUTH ATLANTIC ASSESSORIA DE COMERCIO EXTERIOR LTDA;;São Paulo;SP
SOUTH BAHIA SERVICOS MARITIMOS E REPRESENTACOES LTDA;;Ilhéus;BA
SOUTH CARGO DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
SOUTH COMEX COMERCIAL IMPORTADORA E EXPORTADORA LTDA.;;São Paulo;SP
SOUTH LOGISTICA LTDA EPP;;São Paulo;SP
SOUTH LOGISTICA LTDA.;;Porto Alegre;RS
SOUZA COSTA COMISSARIA DE DESPACHOS LTDA;;Rio de Janeiro;RJ
SP BROTHERS LOGISTIC LTDA;;Sorocaba;SP
SPACE CARGO LOGISTICS COMISSARIA LTDA;;Santos;SP
SPARK AGENCIA DE CARGAS AEREAS LTDA;;Porto Alegre;RS
SPAZZIO SHIPPING LOGISTICA INTERNACIONAL LTDA;;Santos;SP
SPEAK LOGISTICS TRANSPORTES INTERNACIONAIS LTDA;;Santos;SP
SPEEDLOG LOGISTICA INTERNACIONAL LTDA;;Curitiba;PR
SPEEDY WAY LOGISTICS LTDA;;Santos;SP
SPERANDEO & MELO SERVICOS MARITIMOS LTDA;;Recife;PE
SPEX LOGISTICS LTDA;;São Paulo;SP
SPHAERA ASSESSORIA ADUANEIRA LTDA;;São Paulo;SP
SPHAERA ASSESSORIA ADUANEIRA LTDA;;Fortaleza;CE
SPHERE LOG CARGO LTDA;;Guarulhos;SP
SRA CARGO LOGISTICA LTDA;;Santos;SP
SS BRASIL FREIGHT - AGENCIAMENTO INTERNACIONAL DE CARGA LTDA;;São Paulo;SP
SSA TRANSPORTE MULTIMODAL LTDA;;Manaus;AM
SSK AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;;Curitiba;PR
STAR - UP SERVICOS ADUANEIROS LTDA;;Salvador;BA
STAR BRASIL SERVICOS LOGISTICOS LTDA;;Santos;SP
STAR CARGO GLOBAL E LOGISTICA LTDA;;Campinas;SP
STAR CARGO LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
STAR CLUSTER DO BRASIL LOGISTICA LTDA.;;Santos;SP
STAR CUSTOMS AGENCIAMENTO DE CARGAS AEREAS LTDA;;Indaiatuba;SP
STAR LOGISTICA INTERNACIONAL LTDA;;Fortaleza;CE
STAR PORT SERVICOS MARITIMOS LTDA;;Santos;SP
STAR PRIME LOGISTICA LTDA;;São Paulo;SP
STAR SHIP AGENCIA MARITIMA LTDA;;Salvador;BA
STAR SHIP AGENCIA MARITIMA LTDA;;Paranaguá;PR
STAR SHIP AGENCIA MARITIMA LTDA;;Fortaleza;CE
STARHOUSE LOGISTICA & TRANSPORTE MULTIMODAL LTDA;;Barueri;SP
STARION LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
STARLOG LOGISTICA INTERNACIONAL LTDA;;Cascavel;PR
STARSEA COMERCIO E SERVICOS NAVAIS LTDA;;Simões Filho;BA
STARSHIP CARGO LTDA;;Itaquaquecetuba;SP
STARSHIPPING DO BRASIL AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;;Santos;SP
START COMISSARIA ADUANEIRA LTDA;;São Paulo;SP
START LINE SHIPPING AGENCIA MARITIMA LTDA;;Santos;SP
START NAVEGACAO LTDA;;Vitória;ES
START NAVEGACAO LTDA;;Recife;PE
START NAVEGACAO LTDA;;Cabedelo;PB
START TRANSPORTE INTERNACIONAL LTDA;;São Paulo;SP
STARTLOG - ASSESSORIA EM LOGISTICA LTDA;;Santos;SP
STATION CARGO LOGISTICA DO BRASIL LTDA;;Barueri;SP
STEEL SERVICOS ADUANEIROS LTDA;;Rio de Janeiro;RJ
STEELPORT AGENCIA MARITIMA LTDA;;Recife;PE
STEELVALLI INDUSTRIA DE TUBOS DE ACO INOX LTDA;;Curitiba;PR
STOLT-NIELSEN BRASIL AFRETAMENTO LTDA.;;São Paulo;SP
STRATEGIZERS - GESTAO ESTRATEGICA, CONSULTORIA LOGISTICA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Itajaí;SC
STW LOGISTICA EM COMERCIO EXTERIOR LTDA;;Santos;SP
SUAPE COMERCIO E NAVEGACAO LTDA;;Recife;PE
SUAPE LOG CONSTRUCAO E MONTAGEM INDUSTRIAL LOGISTICA E TRANSPORTES LTDA;;Recife;PE
SUCOCITRICO CUTRALE LTDA;;Guarujá;SP
SUDEX - TITO LOGISTICA LTDA;;São Caetano do Sul;SP
SUL ADUANA LOGISTICA INTEGRADA LTDA;;Rio Grande;RS
SUL AMERICANA SERVICOS ADUANEIROS LTDA;;Paranaguá;PR
SUL DINAMICA TRANSPORTES LTDA;;São Francisco do Sul;SC
SUL MUNDIAL LOGISTICA LTDA;;São Francisco do Sul;SC
SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;;Rio Grande;RS
SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;;Santos;SP
SUL TRADE TRANSPORTES INTEGRADOS LTDA;;Rio Grande;RS
SUL TRADE TRANSPORTES INTEGRADOS LTDA;;Porto Alegre;RS
SULAMERICA MARITIMA E FORNECEDORA LTDA;;Vitória;ES
SULAMERICANA AGENCIA MARITIMA LTDA;;Rio Grande;RS
SULDELIVERY LOGISTICA LTDA;;Itajaí;SC
SULNAV LOGISTICA LTDA;;Paranaguá;PR
SULNAV LOGISTICA LTDA;;Itajaí;SC
SULNORTE SERVICOS MARITIMOS LTDA;;Salvador;BA
SULNORTE SERVICOS MARITIMOS LTDA;;Rio de Janeiro;RJ
SULNORTE SERVICOS MARITIMOS LTDA;;Porto Alegre;RS
SULNORTE SERVICOS MARITIMOS LTDA;;Barra dos Coqueiros;SE
SULNORTE SERVICOS MARITIMOS LTDA;;Rio Grande;RS
SULPARTNER ASSESSORIA E LOGISTICA LTDA;;Itajaí;SC
SULPARTNER ASSESSORIA E LOGISTICA LTDA;;São Francisco do Sul;SC
SULPARTNER ASSESSORIA E LOGISTICA LTDA;;Paranaguá;PR
SULPRIME-LOG SERVICOS ADUANEIROS E LOGISTICOS LTDA.;;Igrejinha;RS
SUMITOMO CORPORATION DO BRASIL S/A;;São Paulo;SP
SUNPORT - ASSESSORIA ADUANEIRA LTDA;;Paranaguá;PR
SUNSTAR LOGISTICS DO BRASIL LTDA;;Santos;SP
SUNTRANS LOGISTICA BRASIL LTDA.;;São Paulo;SP
SUPERMAR S/A;;Rio Grande;RS
SUPERMAR S/A;;Porto Alegre;RS
SUPERMAR S/A;;Paranaguá;PR
SUPERMAR S/A;;São Francisco do Sul;SC
SUPERMAR S/A;;Imbituba;SC
SUPERMAR S/A;;Itajaí;SC
SUPERMAR S/A;;Rio Grande;RS
SUPERSERVICE INSPECOES E OPERACOES PORTUARIAS LTDA;;Natal;RN
SUPERSERVICE INSPECOES E OPERACOES PORTUARIAS LTDA;;Recife;PE
SUPORTE DESPACHO ADUANEIRO LTDA.;;Rio Grande;RS
SUPORTE EXPRESS CARGAS LTDA;;Rio Grande;RS
SUPORTE TRANSPORTES MARITIMOS LTDA;;Niterói;RJ
SUPPLY BRASIL AGENCIAMENTO E LOGISTICA LTDA;;Itajaí;SC
SUPPLY LOG OIL & GAS LTDA;;Rio de Janeiro;RJ
SUPPORT CARGO S.A.;;São Bernardo do Campo;SP
SUPR JET TRANSPORTES LTDA;;São Paulo;SP
SUTTONS MISSIONLINE DO BRASIL LTDA;;Sorocaba;SP
SUZAN BRASIL LOGISTICA LTDA;;Suzano;SP
SUZANLOG LOGISTICA LTDA;;Suzano;SP
SVITZER BRASIL SERVICOS MARITIMOS LTDA.;;Rio de Janeiro;RJ
SVITZER BRASIL SERVICOS MARITIMOS LTDA.;;Rio Grande;RS
SVITZER BRASIL SERVICOS MARITIMOS LTDA.;;Salvador;BA
SW CARGO LTDA;;Santos;SP
SW LOGISTIC AGENCIAMENTO DE CARGAS EIRELI;;São Paulo;SP
SWAN LATIN AMERICA TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
SWELL CONSULTORIA E TRANSPORTES E COMERCIO EXTERIOR LTDA;;Santos;SP
SWIFT LOG LOGISTICA LTDA.;;Campinas;SP
SWS LOGISTICA LTDA;;Curitiba;PR
SYGMA TRANSITARIOS INTERNACIONAIS LTDA;;São Paulo;SP
SYLTRANS ASSESSORIA DE COMERCIO EXTERIOR LTDA;;São Paulo;SP
SYM LOGISTICA, COMERCIO E TRANSPORTES LTDA;;São Paulo;SP
